|descricao|ncm
19743|bitufo  <peso> el dental coc  c f morango|33061000
19744|bitufo  <peso> el dental coc  s f morango|33061000
19754|bitufo  <peso> el dental ben <num> c f t fru|33061000
19769|bitufo ben <num> tfr  <peso>|33061000
19863|bitufo gd ben<num> t frutti  <peso>|33061000
19864|bitufo gd charminho s fluor tfrutti  <peso>|33061000
19865|bitufo gd cocorico c fluor morango|33061000
19866|bitufo gd cocorico s fluor frut trop|33061000
19867|bitufo gd cocorico s f morango  <peso>|33061000
19868|bitufo gd cocorico s f t frutti  <peso>|33061000
19869|bitufo gd cocorico s fluor morango  <peso>|33061000
19870|bitufo gd cocorico s fluor t frut  <peso>|33061000
19871|bitufo gd mentahh  <peso> r|33061000
19872|bitufo gd t frutti monster high  <peso>|33061000
19873|bitufo gel cocorico f trop  <peso>|33061000
19874|bitufo gel den inf tut|33061000
19875|bitufo gel hpuro  <peso>|33061000
19876|bitufo gel orto  <peso>|33061000
19894|bitufo maxi contr  <peso>|33061000
19895|bitufo maxi contr  <peso>|33061000
19896|bitufo mhigh tfr  <peso>|33061000
21402|boni gel pooh s fluor|33061000
21582|branqueador dental close up fresh white  <peso>|33061000
21583|branqueador dental close up power white  <peso>|33061000
22081|bt gel limp de dentes e dent men|33061000
22105|bt saude da boca po dent clar me|33061000
22314|c d sensodyne  <peso>  original un <num>|33061000
22315|c d sensodyne  <peso>  pro esmalte un <num>|33061000
22316|c d sensodyne  <peso>  protecao total un <num>|33061000
22930|cd bitufo ben <num> tutti frutti  <peso>|33061000
22931|cd close up <num>x eucalyptus freeze  <peso> r pt <num>|33061000
22932|cd close up acao profunda <num>x vm red  <peso>  pt <num>|33061000
22933|cd close up liq fresh ice  <peso> r pt <num>|33061000
22934|cd close up liq fresh red hot  <peso> r pt <num>|33061000
22935|cd close up triple hortela  <peso>  pt <num>|33061000
22936|cd close up triple menta  <peso>  pt <num>|33061000
22937|cd close up triple menta americana  <peso> r pt <num>|33061000
22938|cd close up triple menta silvestre  <peso> r pt <num>|33061000
22939|cd close up  <peso> r eucaly freeze|33061000
22940|cd close up  <peso> r lv<num> pg<num> red hot|33061000
22941|cd close up  <peso> r lv<num>pg<num> trip menta|33061000
22942|cd close up  <peso> r menthol paradise|33061000
22943|cd close up  <peso> r peppermin drops|33061000
22944|cd close up  <peso> r red hot|33061000
22945|cd close up eucalyptus freenze  <peso>|33061000
22946|cd close up fire freeze  <peso>|33061000
22947|cd close up fire freeze intense  <peso>|33061000
22948|cd close up liqui fresh ice  <peso>|33061000
22949|cd close up liqui fresh red hot  <peso>|33061000
22950|cd close up menthol paradise  <peso>|33061000
22951|cd close up peppermint drops  <peso>|33061000
22952|cd close up red hot  <peso>|33061000
22953|cd close up triple hortela  <peso> r|33061000
22954|cd close up triple menta  <peso> r|33061000
22955|cd close up triple menta americana  <peso> r|33061000
22956|cd close up triple menta silvestre  <peso> r|33061000
22957|cd close up white now  <peso> r|33061000
22958|cd close up white now ice mint  <peso> r|33061000
22959|cd close up xtra whitening  <peso>|33061000
22960|cd closeup  <peso> r gel red hot l<num>p<num>|33061000
22961|cd closeup  <peso> r lv<num>cd euc freeze <num> desc|33061000
22962|cd closeup  <peso> r triple hort|33061000
22963|cd closeup  <peso> r triple l<num>p<num> hort|33061000
22964|cd closeup  <peso> r triple l<num>p<num> menta|33061000
22965|cd closeup  <peso> r triple menta|33061000
22966|cd closeup  <peso> r triple menta amer|33061000
22967|cd closeup  <peso> r triple menta silvestre|33061000
22968|cd closeup  <peso> r whit now trad|33061000
22969|cd closeup  <peso> r whitening now|33061000
22970|cd closeup  <peso> r whitening now trad|33061000
22971|cd closeup  <peso> r liqfresh ice|33061000
22972|cd closeup  <peso> r liqfresh ice e|33061000
22973|cd closeup  <peso> r liqfresh red hot|33061000
22974|cd closeup  <peso> r liqfresh red hot e|33061000
22975|cd closeup bioactive|33061000
22976|cd closeup diam deli|33061000
22977|cd closeup diam pw|33061000
22978|cd closeup firef|33061000
22979|cd closeup firef int|33061000
22980|cd closeup trip silv|33061000
22981|cd closeup triple h|33061000
22982|cd closeup triple m|33061000
22983|cd closeup triple ma|33061000
22984|cd closeup white col|33061000
22985|cd closeup white ver|33061000
22986|cd closeup xtra whi|33061000
22987|cd colg luminous ins|33061000
22988|cd colg neutracucar|33061000
22989|cd colg tl<num> clean m|33061000
22990|cd colg tl<num>p halto|33061000
22991|cd colgate  <peso>  pc <num>|33061000
22992|cd colgate  <peso> r luminous white|33061000
22993|cd colgate  <peso> r mpa|33061000
22994|cd colgate  <peso> r sens pro alivio|33061000
22995|cd colgate  <peso> r sens pro alivio branq|33061000
22996|cd colgate  <peso> r sens pro alivio branq e|33061000
22997|cd colgate  <peso> r tot <num>h prof clean|33061000
22998|cd colgate  <peso> r tot <num>h prof gengiva saud|33061000
22999|cd colgate  <peso> r tot <num>h prof sensitive|33061000
23000|cd colgate  <peso> r tot <num>h prof whitening|33061000
23001|cd colgate  <peso> r <num>cd tot <num>h cl m <num>  desc|33061000
23002|cd colgate  <peso> r bicarb sodio|33061000
23003|cd colgate  <peso> r herbal branq|33061000
23004|cd colgate  <peso> r lumin white brilliant mint|33061000
23005|cd colgate  <peso> r lumin white esm brilhante|33061000
23006|cd colgate  <peso> r lv <vlm> um w gt sol b lum white|33061000
23007|cd colgate  <peso> r mpa|33061000
23008|cd colgate  <peso> r pc <num>|33061000
23009|cd colgate  <peso> r t ac hort|33061000
23010|cd colgate  <peso> r t ac ment sv|33061000
23011|cd colgate  <peso> r t acao lv <peso> t <num> sor  <peso> r|33061000
23012|cd colgate  <peso> r t acao trad|33061000
23013|cd colgate  <peso> r t <vlm>  <peso> rt <num>cd whit|33061000
23014|cd colgate  <peso> r ta hotela|33061000
23015|cd colgate  <peso> r ta menta orig|33061000
23016|cd colgate  <peso> r tot <num>h <num>cd cl m <num>  desc|33061000
23017|cd colgate  <peso> r tot <num>h advanc fresh|33061000
23018|cd colgate  <peso> r tot <num>h cl mint|33061000
23019|cd colgate  <peso> r tot <num>h whiten|33061000
23020|cd colgate  <peso> r total <num> adv gel|33061000
23021|cd colgate  <peso> r total <num> cl mintl<num>p<num>|33061000
23022|cd colgate  <peso> r ultra bco|33061000
23023|cd colgate  <peso> r jr barbie|33061000
23024|cd colgate  <peso> r jr spider man|33061000
23025|cd colgate  <peso> r sensitive branq e|33061000
23026|cd colgate  <peso> r sensitive m protecao e|33061000
23027|cd colgate  <peso> r sensitive orig|33061000
23028|cd colgate  <peso> r mpa|33061000
23029|cd colgate  <peso> r t ac trad|33061000
23030|cd colgate  <peso> r tot <num>h clean mint|33061000
23031|cd colgate  <peso> r tot <num>h gel whitening|33061000
23032|cd colgate instant|33061000
23033|cd colgate luminl<num>p<num>|33061000
23034|cd colgate luminous gel white  <peso> r pt <num>|33061000
23035|cd colgate luminous white  <peso> r pt <num>|33061000
23036|cd colgate luminous white b mint  <peso> r pt <num>|33061000
23037|cd colgate mpa  <peso> r pt <num>|33061000
23038|cd colgate mpa  <peso> r pt <num>|33061000
23039|cd colgate mpa  <peso> r pt <num>|33061000
23040|cd colgate mpa neutracucar  <peso>  pt <num>|33061000
23041|cd colgate neutr  <peso>|33061000
23042|cd colgate sensitive branqueador  <peso> r un <num>|33061000
23043|cd colgate sensitive multi prot  <peso> r un <num>|33061000
23044|cd colgate t  acao  <peso> r pt <num>|33061000
23045|cd colgate total <num> adv  fres gel  <peso> r pt <num>|33061000
23046|cd colgate total <num> clean mint  <peso> r pt <num>|33061000
23047|cd colgt kids s flr|33061000
23048|cd colgt luminous|33061000
23049|cd colgt lumns adv|33061000
23050|cd colgt mpa|33061000
23051|cd colgt mpa <num>|33061000
23052|cd colgt pro aliv|33061000
23053|cd colgt pro aliv <num>|33061000
23054|cd colgt pro aliv mp|33061000
23055|cd colgt sens pro rp|33061000
23056|cd colgt senst branq|33061000
23057|cd colgt senst mult|33061000
23058|cd colgt tl<num> advan|33061000
23059|cd colgt tl<num> p sens|33061000
23060|cd colgt tl<num> p whit|33061000
23061|cd colgt tl<num> white|33061000
23062|cd colgt tl<num>p geng|33061000
23063|cd colgt trip  <peso> r|33061000
23064|cd colgt trip hort|33061000
23065|cd colgt trip ment|33061000
23066|cd colgt trip orig|33061000
23067|cd colgt ultra bco|33061000
23086|cd inf sanifill menta  <peso>  un <num>|33061000
23087|cd inf tandy morango  <peso> r pt <num>|33061000
23088|cd inf tandy uva  <peso> r pt <num>|33061000
23089|cd l prof c<num> cd ac dur brinde|33061000
23098|cd oral b <num> <num> <num>  <peso> r pt <num>|33061000
23099|cd oral b  <peso> r <num>   <num>|33061000
23100|cd oral b  <peso> r <num>   <num> e|33061000
23101|cd oral b ac dur  <peso>|33061000
23102|cd oral b comp  <peso> r limp prof e|33061000
23103|cd oral b pro s  <peso> r menta refresc|33061000
23104|cd oral b pro s  <peso> r menta refresc e|33061000
23105|cd oral b pro s  <peso> r menta sve e|33061000
23106|cd oralb <num>d brilh|33061000
23107|cd oralb <num>d prot esm|33061000
23108|cd oralb <num>  <peso>|33061000
23109|cd oralb compl limp|33061000
23110|cd oralb pro escudo|33061000
23111|cd oralb pro gengiva|33061000
23112|cd oralb pro sensi|33061000
23139|cd prevent anti plac|33061000
23140|cd sens branq ef  <peso>  l<num>p<num> kit|33061000
23141|cd sensod branquead|33061000
23142|cd sensod ext fresh|33061000
23143|cd sensod mult prot|33061000
23144|cd sensod original|33061000
23145|cd sensod pro esmalt|33061000
23146|cd sensod rap alivio|33061000
23147|cd sensod repair|33061000
23148|cd sensod repair wht|33061000
23149|cd sensod true white|33061000
23150|cd sensodyne  <peso>  cool gel|33061000
23151|cd sensodyne  <peso>  cool gel e|33061000
23152|cd sensodyne  <peso>  extra fresh e|33061000
23153|cd sensodyne  <peso>  vit sais miner|33061000
23154|cd sensodyne  <peso>  vit sais miner e|33061000
23155|cd sensodyne  <peso> r branq ext fresh|33061000
23156|cd sensodyne  <peso> r branq ext fresh e|33061000
23157|cd sensodyne  <peso> r orig|33061000
23158|cd sensodyne  <peso> r orig e|33061000
23159|cd sensodyne  <peso> r pro esmalte|33061000
23160|cd sensodyne  <peso> r rapido alivio|33061000
23161|cd sensodyne  <peso> r branq ext fresh|33061000
23162|cd sensodyne  <peso> r branq ext fresh e|33061000
23163|cd sensodyne  <peso> r cool gel|33061000
23164|cd sensodyne  <peso> r cool gel e|33061000
23165|cd sensodyne  <peso> r original|33061000
23166|cd sensodyne  <peso> r original e|33061000
23167|cd sensodyne  <peso> r protec total|33061000
23168|cd sensodyne  <peso> r repair protect|33061000
23169|cd sensodyne  <peso> r repair protect e|33061000
23170|cd sensodyne bran e fresh  <peso>|33061000
23171|cd sensodyne branq e fresh  <peso>|33061000
23172|cd sensodyne original  <peso>|33061000
23173|cd sensodyne original  <peso>|33061000
23174|cd sensodyne pro esmalte  <peso>|33061000
23175|cd sor xtreme wht <num>d|33061000
23176|cd sorris <num> estrelas|33061000
23177|cd sorris dentes bco|33061000
23178|cd sorris limp comp|33061000
23179|cd sorris super refr|33061000
23181|cd sorriso  <peso> r dente bco|33061000
23182|cd sorriso  <peso> r super refr|33061000
23183|cd sorriso  <peso> r trad|33061000
23184|cd sorriso  <peso> r dente bco|33061000
23185|cd sorriso  <peso> r fresh <num>em<num> hort|33061000
23186|cd sorriso  <peso> r fresh <num>em<num> menta hit|33061000
23187|cd sorriso  <peso> r fresh <num>em<num> mentol imp|33061000
23188|cd sorriso  <peso> r lv <peso> rt<num> cd trip ext|33061000
23189|cd sorriso  <peso> r super refr|33061000
23190|cd sorriso  <peso> r trad lv<num> <num> fresh plus|33061000
23191|cd sorriso  <peso> r tradicional|33061000
23192|cd sorriso  <peso> r tripla <num> active fluor|33061000
23193|cd sorriso  <peso> r tripla <num> ext fresh|33061000
23194|cd sorriso  <peso> r tripla <num> white|33061000
23195|cd sorriso  <peso> r xtreme <num>d white|33061000
23196|cd sorriso  <peso> r xtreme fresh ice|33061000
23197|cd sorriso  <peso> r xtreme menta fresca|33061000
23198|cd sorriso  <peso> r xtreme white hort|33061000
23199|cd sorriso  <peso> r dente bco|33061000
23200|cd sorriso  <peso> r super refresc|33061000
23201|cd sorriso  <peso> r trad|33061000
23202|cd sorriso bco  <peso> r cj <num> un|33061000
23203|cd sorriso d brancos  <peso>  pc <num>|33061000
23204|cd sorriso dentes brancos  <peso> r pt <num>|33061000
23205|cd sorriso dentes brancos  <peso> r pt <num>|33061000
23206|cd sorriso dentes brancos  <peso>  pt <num>|33061000
23207|cd sorriso dentes brancos l<num>p<num>  <peso>  pt <num>|33061000
23208|cd sorriso ex fresh  <peso> r pc <num>|33061000
23209|cd sorriso fresh <num>x<num> hortela  <peso> r pt <num>|33061000
23210|cd sorriso fresh <num>x<num> menta  <peso> r pt <num>|33061000
23211|cd sorriso fresh mentol impact  <peso> r pt <num>|33061000
23212|cd sorriso sup refresc  <peso>  pc <num>|33061000
23213|cd sorriso super refresc  <peso> r pt <num>|33061000
23214|cd sorriso super refresc  <peso> r pt <num>|33061000
23215|cd sorriso super refresc  <peso> r pt <num>|33061000
23216|cd sorriso trip vit|33061000
23217|cd sorriso tripla refres ext fres  <peso>  pt <num>|33061000
23218|cd sorriso xtreme fresh ice  <peso>  pt <num>|33061000
23219|cd sorriso xtreme white <num>d  <peso>  pt <num>|33061000
23220|cd sorriso xtreme white  <peso> r pt <num>|33061000
23221|cd stges carsprinmic|33061000
23222|cd tandy  <peso> r inf mor|33061000
23223|cd tandy  <peso> r inf tfrut|33061000
23224|cd tandy  <peso> r inf uva|33061000
23225|cd tralala tutti fr|33061000
23228|cd  colg sen pr al  <peso> r t <num>cm|33061000
23235|cd <num>dw  <peso>  c<num> sol buc cl pr|33061000
23236|cd aquafresh tr prot <num>  <peso>|33061000
23237|cd close up f freeze int<num> c<num>|33061000
23238|cd close up liq f r hot<num> c<num>|33061000
23239|cd closeup tr men am <num> c<num>|33061000
23240|cd closeup tr men sil <num> c<num>|33061000
23241|cd colg sensitive p aliv  <peso>|33061000
23242|cd colg ancarie  <peso>  c<num>|33061000
23243|cd colg ancarie  <peso>  c<num>|33061000
23244|cd colg ancarie mpa  <peso>|33061000
23245|cd colg ancarie mpa  <peso>  c<num>|33061000
23246|cd colg bicarb sodio  <peso>  c<num>|33061000
23247|cd colg branqueador  <peso>  c<num>|33061000
23248|cd colg clean mint lv<num> pg <peso>|33061000
23249|cd colg herbal branq  <peso>  c<num>|33061000
23250|cd colg kids barney  <vlm>|33061000
23251|cd colg luminous whit  <peso>  c<num>|33061000
23252|cd colg luminous white  <peso>|33061000
23253|cd colg luminous white l<num>p<num>|33061000
23254|cd colg mpa neutracucar  <peso>  c<num>|33061000
23255|cd colg sens p al multipr <peso>|33061000
23256|cd colg sens p al multp  <peso>|33061000
23257|cd colg sensitive branqueador <num>|33061000
23258|cd colg sensitive p al b  <peso>|33061000
23259|cd colg sensitive p al b  <peso>|33061000
23260|cd colg sensitive p aliv <num>|33061000
23261|cd colg t<num> ad fr gel <num> c<num>|33061000
23262|cd colg t<num> cl mint  <peso>  c<num>|33061000
23263|cd colg t<num> cl mint l<num>p<num>|33061000
23264|cd colg t<num> prof g saud  c<num>|33061000
23265|cd colg t<num> white   <peso>  c<num>|33061000
23266|cd colg t<num> hal saud  <peso>|33061000
23267|cd colg t<num>prof clean<num> c<num>|33061000
23268|cd colg t<num>prof sens <num> c<num>|33061000
23269|cd colg t<num>prof whit <num> c<num>|33061000
23270|cd colg total <num>cl m lv<num>pg<num>|33061000
23271|cd colg total<num> clean mint  <peso>|33061000
23272|cd colg total<num> whit gel<num>|33061000
23273|cd colg trip a ment s  <peso> c<num>|33061000
23274|cd colg trip acao hor  <peso> c<num>|33061000
23275|cd colg tripla acao  <peso>  c<num>|33061000
23276|cd colg tripla acao  <peso>  c<num>|33061000
23277|cd colg tripla acao  <peso>|33061000
23278|cd colg tripla acao  <peso>  c<num>|33061000
23279|cd colg whit cplax c mi <num>|33061000
23280|cd luminous c <peso> r sol bucal|33061000
23281|cd oral b <num>d white  <peso>  brillant fresh  <num>|33061000
23282|cd oral b  <peso>  pro saude soft men  <num>|33061000
23283|cd oral b  <peso>  comp acao duradoura  <num>|33061000
23284|cd oral b complete  <peso>  limp prof   <num>|33061000
23285|cd oral b <num>d white  <peso>|33061000
23286|cd oral b <num>d white  <peso>  c<num>|33061000
23287|cd oral b  <peso>  <num>d white prot esmalte  <num>|33061000
23288|cd oral b <num> menta  <peso>|33061000
23289|cd oral b <num> menta  <peso>  c<num>|33061000
23290|cd oral b clin prot placa  <peso>|33061000
23291|cd oral b comp limp prof  <peso>  c|33061000
23292|cd oral b comp limp prof <peso>  c|33061000
23293|cd oral b l prof hort  <peso>|33061000
23294|cd oral b l prof hort  <peso>  c<num>|33061000
23295|cd oral b l prof ment  <peso>  c<num>|33061000
23296|cd oral b p com men orig  <peso>|33061000
23297|cd oral b p com men orig  <peso>  c|33061000
23298|cd oral b pl co men ref  <peso>  c<num>|33061000
23299|cd oral b pl com men ref  <peso>|33061000
23300|cd oral b pl com men ref  <peso>  c|33061000
23301|cd oral b pr saude ment  <peso>|33061000
23302|cd oral b ps menta  <peso>  c<num>|33061000
